time,magnitude,e_magnitude,upperlimit,band,flux,eflux,
55795.8954,14.714,0.032,F,V,-2.9193268792662,0.000943862987631,
55795.89615,14.76,0.034,F,V,-2.92271589371756,0.00099972899729,
55795.89766,14.684,0.032,F,V,-2.91711093957987,0.00094579133751,
55795.8984,14.665,0.031,F,V,-2.91570516829143,0.000917422434368,
55795.89914,14.759,0.033,F,V,-2.92264233186213,0.000970390947896,
55795.89988,14.647,0.031,F,V,-2.91437170389854,0.000918549873694,
55795.90062,14.657,0.031,F,V,-2.91511271962806,0.000917923176639,
55795.9014,14.751,0.033,F,V,-2.92205365752456,0.000970917225951,
55795.90214,14.643,0.031,F,V,-2.91407515594046,0.000918800792187,
55795.9029,14.646,0.032,F,V,-2.91429757450208,0.000948245254677,
55795.90442,14.665,0.032,F,V,-2.91570516829143,0.000947016706444,
55795.90516,14.689,0.032,F,V,-2.91748057707528,0.00094546939887,
55795.90594,14.744,0.033,F,V,-2.92153830552754,0.000971378187737,
55795.90668,14.743,0.032,F,V,-2.92146466384103,0.000942006375907,
55795.90742,14.668,0.032,F,V,-2.91592725322141,0.000946823016089,
55795.90816,14.688,0.032,F,V,-2.91740665964292,0.000945533769063,
55795.96,14.61,,F,V,-2.91162553983574,0,
55796.07292,14.7,0.1,F,C,-2.91829333687044,0.002952380952381,
55796.075,14.75,0.03,F,V,-2.92198005078545,0.000882711864407,
55796.07778,15.77,0.04,F,B,-2.99457923332226,0.001100824350032,
55796.08125,13.58,0.03,F,I,-2.83224942486121,0.000958762886598,
55796.08308,14.764,0.034,F,V,-2.92301009130905,0.000999458141425,
55796.10579,14.725,0.037,F,V,-2.92013825864785,0.001090526315789,
55796.1556,15.664,0.031,F,B,-2.98725668614766,0.00085891215526,
55796.16487,14.656,0.013,F,V,-2.91503864080944,0.000384961790393,
55796.16708,14.659,0.018,F,V,-2.91526086210404,0.000532914932806,
55796.16929,14.654,0.032,F,V,-2.91489046800747,0.000947727582913,
55796.95972,14.508,,F,V,-2.90401886727099,0,
55797.08152,14.667,0.034,F,V,-2.91585322995875,0.001006068043908,
55798.11677,14.69,0.0393,F,V,-2.91755448947564,0.001161075561607,
55798.1179,14.52,0.01,F,V,-2.90491654091019,0.000298898071625,
55798.16072,15.657,0.056,F,B,-2.98677137893781,0.001552276936833,
55798.16629,14.689,0.021,F,V,-2.91748057707528,0.000620464293008,
55798.18819,14.3,,F,C,-2.88834009366265,0,
55799.06111,14.74,0.03,F,V,-2.92124370880758,0.000883310719132,
55799.06597,15.78,0.04,F,B,-2.9952674971835,0.001100126742712,
55799.06806,13.61,0.03,F,I,-2.83464531300834,0.00095664952241,
55799.15976,15.653,0.033,F,B,-2.98649396310627,0.000914968376669,
55799.16554,14.71,0.014,F,V,-2.91903168181883,0.000413052345343,
55799.17845,14.806,0.016,F,V,-2.92609436261546,0.000468999054437,
55799.84163,14.763,0.027,F,V,-2.92293654938436,0.000793741109531,
55799.84247,14.676,0.026,F,V,-2.91651925770978,0.000768874352685,
55799.84321,14.683,0.026,F,V,-2.91703699697728,0.000768507798134,
55799.84395,14.723,0.027,F,V,-2.9199907802172,0.000795897575222,
55799.84469,14.672,0.026,F,V,-2.91622329581486,0.000769083969466,
55799.84547,14.742,0.027,F,V,-2.92139101715931,0.000794871794872,
55799.84621,14.71,0.027,F,V,-2.91903168181883,0.000796600951734,
55799.84695,14.673,0.026,F,V,-2.91629729385236,0.000769031554556,
55799.84769,14.719,0.027,F,V,-2.91969576324514,0.000796113866431,
55799.84843,14.733,0.027,F,V,-2.92072797212817,0.000795357361026,
55799.84921,14.768,0.028,F,V,-2.92330420920459,0.000822860238353,
55799.84995,14.668,0.026,F,V,-2.91592725322141,0.000769293700573,
55799.85069,14.667,0.026,F,V,-2.91585322995875,0.000769346151224,
55799.85151,14.755,0.028,F,V,-2.92234803458995,0.000823585225347,
55799.85225,14.664,0.026,F,V,-2.9156311298854,0.000769503546099,
55799.85299,14.694,0.027,F,V,-2.91785008877089,0.00079746835443,
55799.85373,14.762,0.028,F,V,-2.922863002478,0.000823194689067,
55799.85447,14.667,0.027,F,V,-2.91585322995875,0.000798936387809,
55799.85521,14.72,0.027,F,V,-2.9197695250037,0.000796059782609,
55799.85599,14.733,0.027,F,V,-2.92072797212817,0.000795357361026,
55799.85673,14.678,0.027,F,V,-2.91666720840902,0.000798337648181,
55799.85747,14.667,0.026,F,V,-2.91585322995875,0.000769346151224,
55799.85821,14.729,0.028,F,V,-2.92043315542558,0.000825039038631,
55799.85895,14.695,0.028,F,V,-2.91792397602158,0.000826947941477,
55799.88611,15.55,0.04,F,B,-2.97932598340714,0.001116398713826,
55799.88958,14.67,0.03,F,V,-2.91607528460821,0.000887525562372,
55799.89306,14.07,0.05,F,R,-2.87073524358686,0.001542288557214,
55799.90149,14.799,0.031,F,V,-2.92558092545451,0.000909115480776,
55799.90649,16.046,0.078,F,B,-3.01341696966619,0.002109684656612,
55799.93859,14.67,0.01,F,V,-2.91607528460821,0.000295841854124,
55800.10758,14.75,0.04,F,V,-2.92198005078545,0.001176949152542,
55800.8188,15.3,,F,C,-2.961728577044,0,
55800.85,14.6,,F,C,-2.91088213946109,0,
55800.85556,14.3,,F,C,-2.88834009366265,0,
55800.899,14.8,,F,C,-2.92565428848739,0,
55800.942,14.67,,F,V,-2.91607528460821,0,
55800.95456,14.62,,F,V,-2.9123684315546,0,
55801.06736,14.76,0.03,F,V,-2.92271589371756,0.000882113821138,
55801.06875,15.75,0.04,F,B,-2.99320139531405,0.001102222222222,
55801.07222,13.64,0.03,F,I,-2.83703592580115,0.000954545454545,
55801.08426,14.816,0.036,F,V,-2.92682742334465,0.001054535637149,
55801.09167,14.1,,F,C,-2.87304778163845,0,
55801.15069,14.58,0.01,F,C,-2.90939380995489,0.000297668038409,
55801.21319,14.5,,F,C,-2.90342000558744,0,
55802.87778,14.9,,F,C,-2.93296567103068,0,
55803.05278,14.83,0.03,F,V,-2.92785287757095,0.000877950101146,
55803.05694,15.8,0.04,F,B,-2.99664271738606,0.001098734177215,
55803.05903,13.68,0.03,F,I,-2.84021524346024,0.000951754385965,
55803.13569,15.694,0.098,F,B,-2.98933412068303,0.002710080285459,
55803.14154,14.788,0.028,F,V,-2.92477360475267,0.000821747362727,
55803.14454,14.879,0.047,F,V,-2.93143435942993,0.001370925465421,
55803.87444,14.887,0.029,F,V,-2.93201797092272,0.000845435614966,
55803.89146,15.997,0.049,F,B,-3.01009636201383,0.001329374257673,
55804.1048,14.83,0.01,F,V,-2.92785287757095,0.000292650033715,
55805.10417,14.79,0.1,F,C,-2.92492043499223,0.002934415145369,
55805.20833,14.6,,F,C,-2.91088213946109,0,
55805.86779,14.918,0.034,F,V,-2.93427650703978,0.000989140635474,
55806.06806,14.84,0.03,F,V,-2.92858475235752,0.000877358490566,
55806.07083,15.78,0.04,F,B,-2.9952674971835,0.001100126742712,
55806.07431,13.64,0.03,F,I,-2.83703592580115,0.000954545454545,
55806.83714,14.777,0.029,F,V,-2.92396568330478,0.00085172903837,
55806.83798,14.753,0.029,F,V,-2.92220085603411,0.000853114620755,
55806.83873,14.805,0.03,F,V,-2.92602102931329,0.000879432624113,
55806.83948,14.838,0.03,F,V,-2.92843841686235,0.000877476748888,
55806.84022,14.788,0.03,F,V,-2.92477360475267,0.000880443602921,
55806.84099,14.783,0.028,F,V,-2.92440644225729,0.00082202529933,
55806.84173,14.806,0.033,F,V,-2.92609436261546,0.000967310549777,
55806.84247,14.76,0.038,F,V,-2.92271589371756,0.001117344173442,
55806.84321,14.764,0.068,F,V,-2.92301009130905,0.00199891628285,
55806.84395,14.76,0.056,F,V,-2.92271589371756,0.001646612466125,
55806.8447,14.849,0.038,F,V,-2.92924301812209,0.001110647181628,
55806.84544,14.824,0.031,F,V,-2.9274135157771,0.000907582298975,
55806.84618,14.829,0.031,F,V,-2.9277796629511,0.000907276282959,
55806.847,14.8,0.031,F,V,-2.92565428848739,0.000909054054054,
55806.84774,14.855,0.033,F,V,-2.92968164034921,0.000964119824975,
55806.848,14.9,,F,C,-2.93296567103068,0,
55806.84848,14.797,0.038,F,V,-2.92543418451568,0.001114550246672,
55806.84922,14.824,0.072,F,V,-2.9274135157771,0.002107933081489,
55806.84997,14.84,0.041,F,V,-2.92858475235752,0.001199056603774,
55806.85071,14.757,0.034,F,V,-2.92249519319748,0.000999932235549,
55806.85149,14.782,0.034,F,V,-2.92433299485629,0.000998241104045,
55806.85224,14.853,0.038,F,V,-2.92953545262787,0.001110348077829,
55807.13872,15.716,0.039,F,B,-2.99085505034942,0.001076991600916,
55807.14454,14.848,0.014,F,V,-2.92916989718697,0.000409213362069,
55807.1514,15.2,,F,C,-2.95460896986193,0,
55807.74,15.94,0.02,F,B,-3.00622079265023,0.000544542032622,
55807.74,13.99,0.02,F,I,-2.86454428622957,0.000620443173695,
55807.74,14.39,0.02,F,R,-2.89515198484151,0.00060319666435,
55807.74,14.98,0.02,F,V,-2.93877953340862,0.000579439252336,
55808.13785,15.74,0.022,F,B,-2.99251182005761,0.000606607369759,
55808.14439,14.869,0.027,F,V,-2.9307044036375,0.000788082587935,
55809.05,15.86,0.04,F,B,-3.00075795745396,0.001094577553594,
55809.14069,14.764,0.017,F,V,-2.92301009130905,0.000499729070713,
55809.20208,14.8,,F,C,-2.92565428848739,0,
55810.59,16.135,0.014,F,B,-3.01942242434981,0.000376572668113,
55810.59,13.979,0.018,F,I,-2.8636902622124,0.000558838257386,
55810.59,14.478,0.007,F,R,-2.90177143073107,0.000209835612654,
55810.59,16.56,0.024,F,U,-3.04765083112215,0.000628985507246,
55810.59,15.038,0.03,F,V,-2.94297520122402,0.000865806623221,
55810.72,15.98,0.03,F,B,-3.00894193744493,0.000814768460576,
55810.72,14.07,0.02,F,I,-2.87073524358686,0.000616915422886,
55810.72,14.45,0.02,F,R,-2.89966961773142,0.000600692041522,
55810.72,15.03,0.02,F,V,-2.94239745146727,0.00057751164338,
55811.04722,15,0.04,F,V,-2.9402281476392,0.001157333333333,
55811.05278,15.93,0.05,F,B,-3.00553943950283,0.001362209667294,
55811.05556,13.8,0.03,F,I,-2.84969771600309,0.00094347826087,
55811.13451,15.792,0.053,F,B,-2.9960928383139,0.001456560283688,
55811.14106,14.921,0.07,F,V,-2.93449482592615,0.002036056564573,
55812.95,14.82,0.01,F,C,-2.92712050910827,0.000292847503374,
55813.09269,14.98,0.03,F,V,-2.93877953340862,0.000869158878505,
55813.86181,15.69,0.04,F,B,-2.98905735896734,0.00110643722116,
55813.86389,14.88,0.03,F,V,-2.93150732802465,0.000875,
55813.86597,14.53,0.06,F,R,-2.90566403574505,0.001792154163799,
55814.80813,15.007,0.03,F,V,-2.94073470634692,0.000867595122276,
55814.80904,14.996,0.03,F,V,-2.93993857937378,0.000868231528408,
55814.80978,14.963,0.029,F,V,-2.93754668984157,0.000841141482323,
55814.81052,15.145,0.033,F,V,-2.95067319417219,0.000945658633212,
55814.81126,15.122,0.032,F,V,-2.9490230843155,0.000918397037429,
55814.812,14.988,0.03,F,V,-2.9393592110544,0.000868694955965,
55814.81274,15.108,0.036,F,V,-2.94801744038872,0.001034154090548,
55814.81348,15.136,0.033,F,V,-2.95002779764429,0.000946220930233,
55814.81426,15.151,0.034,F,V,-2.9511032454868,0.00097392911359,
55814.815,14.981,0.031,F,V,-2.93885201004192,0.000898070889794,
55814.81574,14.969,0.03,F,V,-2.93798197096651,0.000869797581669,
55814.81648,15.09,0.035,F,V,-2.94672309943897,0.001006626905235,
55814.81725,15.067,0.032,F,V,-2.94506697067608,0.000921749518816,
55814.81803,14.951,0.03,F,V,-2.93667560371762,0.000870844759548,
55814.81881,15.014,0.031,F,V,-2.94124102882592,0.000896096976156,
55814.81958,15.149,0.034,F,V,-2.95095991397441,0.000974057693577,
55814.82036,15.093,0.032,F,V,-2.94693893011353,0.000920161664348,
55814.82112,15.026,0.031,F,V,-2.94210846125935,0.000895381339012,
55814.8219,15.125,0.034,F,V,-2.94923845831127,0.000975603305785,
55814.82264,15.031,0.032,F,V,-2.94246968700203,0.000923957155213,
55814.82341,15.056,0.033,F,V,-2.94427401520795,0.000951248671626,
55814.82419,15.079,0.033,F,V,-2.945931353025,0.000949797731945,
55814.82493,15.063,0.032,F,V,-2.94477869023502,0.000921994290646,
55814.82567,15.145,0.034,F,V,-2.95067319417219,0.000974314955431,
55814.82648,14.982,0.03,F,V,-2.93892448183748,0.000869042851422,
55814.82723,15.143,0.034,F,V,-2.95052980587235,0.000974443637324,
55814.82797,15.114,0.033,F,V,-2.94844854470439,0.000947598253275,
55814.82874,14.951,0.031,F,V,-2.93667560371762,0.000899872918199,
55814.82951,15.117,0.037,F,V,-2.94866403268858,0.00106224780049,
55814.83025,15.072,0.033,F,V,-2.945427213622,0.000950238853503,
55816.72,16.01,0.03,F,B,-3.01097832979825,0.000813241723923,
55816.72,14.07,0.03,F,I,-2.87073524358686,0.000925373134328,
55816.72,14.62,0.02,F,R,-2.9123684315546,0.000593707250342,
55816.72,15.16,0.02,F,V,-2.95174800324009,0.000572559366755,
55817.72,16.06,0.02,F,B,-3.01436385235665,0.000540473225405,
55817.72,14.09,0.03,F,I,-2.87227748277339,0.000924059616749,
55817.72,14.61,0.02,F,R,-2.91162553983574,0.000594113620808,
55817.72,16.39,0.06,F,U,-3.03644738392625,0.001588773642465,
55817.72,15.2,0.02,F,V,-2.95460896986193,0.000571052631579,
55817.88403,14.96,0.02,F,C,-2.93732898382111,0.000580213903743,
55818.71,16.1,0.02,F,B,-3.01706469007962,0.000539130434783,
55818.71,14.1,0.03,F,I,-2.87304778163845,0.000923404255319,
55818.71,14.66,0.01,F,R,-2.91533492576277,0.000296043656207,
55818.71,16.71,0.07,F,U,-3.05744112473348,0.001818073010174,
55818.71,15.23,0.01,F,V,-2.95674975834011,0.000284963887065,
55819.71,16.12,0.02,F,B,-3.01841259367268,0.000538461538462,
55819.71,14.11,0.03,F,I,-2.87381753438587,0.000922749822821,
55819.71,14.66,0.02,F,R,-2.91533492576277,0.000592087312415,
55819.71,16.57,0.05,F,U,-3.04830627104834,0.001309595654798,
55819.71,15.22,0.02,F,V,-2.95603663108638,0.000570302233903,
55820.02847,15.09,0.03,F,V,-2.94672309943897,0.00086282306163,
55820.03333,15.95,0.04,F,B,-3.006901718483,0.001088401253919,
55820.03542,14.02,0.03,F,I,-2.8668700340766,0.000928673323823,
55820.71,16.08,0.02,F,B,-3.01571511103108,0.000539800995025,
55820.71,14.13,0.03,F,I,-2.8753554046214,0.00092144373673,
55820.71,14.68,0.02,F,R,-2.91681513895013,0.000591280653951,
55820.71,16.62,0.08,F,U,-3.05157754862023,0.002089049338147,
55820.71,15.22,0.02,F,V,-2.95603663108638,0.000570302233903,
55821.71,16.14,0.02,F,B,-3.01975882596513,0.000537794299876,
55821.71,14.17,0.03,F,I,-2.87842462561865,0.000918842625265,
55821.71,14.69,0.02,F,R,-2.91755448947564,0.0005908781484,
55821.71,16.66,0.08,F,U,-3.05418749267692,0.002084033613445,
55821.71,15.24,0.02,F,V,-2.95746241750895,0.000569553805774,
55822.74,16.15,0.02,F,B,-3.0204313166678,0.00053746130031,
55822.74,14.16,0.02,F,I,-2.87765813338438,0.000612994350282,
55822.74,14.73,0.03,F,R,-2.92050686710658,0.000883910386965,
55822.74,16.7,0.09,F,U,-3.05679117786896,0.002338922155689,
55822.74,15.27,0.02,F,V,-2.95959759264105,0.000568434839555,
55822.80601,15.104,0.035,F,V,-2.94772994238498,0.001005693855932,
55822.80678,15.097,0.032,F,V,-2.94722663762227,0.000919917864476,
55822.80752,15.14,0.034,F,V,-2.95031468791013,0.00097463672391,
55822.80826,15.165,0.033,F,V,-2.95210603661671,0.000944411473788,
55822.80901,15.09,0.032,F,V,-2.94672309943897,0.000920344599072,
55822.80975,15.079,0.032,F,V,-2.945931353025,0.000921015982492,
55822.81049,15.02,0.03,F,V,-2.94167483167037,0.000866844207723,
55822.81123,15.085,0.032,F,V,-2.94636328627752,0.000920649651972,
55822.812,15.114,0.033,F,V,-2.94844854470439,0.000947598253275,
55822.81274,15.086,0.032,F,V,-2.94643525844981,0.000920588625215,
55822.81348,15.124,0.033,F,V,-2.94916667172624,0.000946971700608,
55822.81423,15.179,0.034,F,V,-2.95310790241852,0.000972132551551,
55822.815,15.036,0.032,F,V,-2.94283079260444,0.00092364990689,
55822.81578,15.105,0.033,F,V,-2.94780182402325,0.00094816285998,
55822.81655,15.171,0.03,F,V,-2.95253552088052,0.000858216333795,
55822.81732,15.112,0.035,F,V,-2.94830486228444,0.001005161461091,
55822.8181,15.153,0.034,F,V,-2.95124655808003,0.000973800567544,
55822.81887,15.06,0.033,F,V,-2.9445624296617,0.000950996015936,
55822.81964,15.093,0.033,F,V,-2.94693893011353,0.000948916716359,
55822.82038,15.069,0.033,F,V,-2.94521108219803,0.000950428031057,
55822.82116,15.135,0.034,F,V,-2.94995606323148,0.000974958704988,
55822.82193,15.081,0.033,F,V,-2.94607534986934,0.000949671772429,
55824.7,16.17,0.03,F,B,-3.021775049766,0.000805194805195,
55824.7,14.25,0.03,F,I,-2.88453716086132,0.000913684210526,
55824.7,14.75,0.02,F,R,-2.92198005078545,0.000588474576271,
55824.7,16.63,0.07,F,U,-3.0522306230488,0.001826819001804,
55824.7,15.34,0.02,F,V,-2.96456339903241,0.000565840938722,
55825.03264,15.21,0.04,F,V,-2.9553230351325,0.001141354372124,
55825.03681,16.1,0.05,F,B,-3.01706469007962,0.001347826086957,
55825.03889,14.11,0.03,F,I,-2.87381753438587,0.000922749822821,
55825.11445,15.928,0.03,F,B,-3.00540311754838,0.000817428427926,
55825.12028,15.172,0.017,F,V,-2.95260708507688,0.000486290535196,
55826.11063,15.181,0.038,F,V,-2.95325095066705,0.001086357947434,
55826.11654,15.95,0.043,F,B,-3.006901718483,0.001170031347962,
55827.09741,15.13,0.05,F,V,-2.94959732005797,0.001434236615995,
55827.11369,15.911,0.034,F,B,-3.00424368934807,0.000927408710955,
55827.11948,15.18,0.044,F,V,-2.95317942889865,0.001257971014493,
55828.11513,15.971,0.024,F,B,-3.00833027420426,0.00065218208002,
55828.11755,15.218,0.032,F,V,-2.95589394941133,0.00091260349586,
55829.12079,15.998,0.029,F,B,-3.0101642311312,0.000786723340418,
55829.12663,15.246,0.028,F,V,-2.95788978858503,0.000797061524334,
55829.71,16.24,0.03,F,B,-3.02646506226289,0.000801724137931,
55829.71,14.37,0.05,F,I,-2.89364192033556,0.001510090466249,
55829.71,14.85,0.04,F,R,-2.92931613413308,0.001169023569024,
55829.71,16.82,0.37,F,U,-3.06456497865473,0.009546967895363,
55829.71,15.41,0.04,F,V,-2.96950659679605,0.001126541207008,
55830.08164,15.4,0.1,F,V,-2.96880180209116,0.002818181818182,
55830.7,16.27,0.04,F,B,-3.02846888234215,0.001066994468347,
55830.7,14.39,0.04,F,I,-2.89515198484151,0.0012063933287,
55830.7,14.91,0.03,F,R,-2.93369410863249,0.00087323943662,
55830.7,16.47,0.18,F,U,-3.04173399792439,0.004743169398907,
55830.7,15.41,0.04,F,V,-2.96950659679605,0.001126541207008,
55830.79392,15.229,0.038,F,V,-2.9566784666887,0.001082933876157,
55830.79484,15.16,0.035,F,V,-2.95174800324009,0.001001978891821,
55830.79562,15.18,0.036,F,V,-2.95317942889865,0.001029249011858,
55830.79636,15.266,0.038,F,V,-2.95931314511395,0.001080309183807,
55830.7971,15.345,0.039,F,V,-2.9649172319196,0.00110303030303,
55830.79784,15.324,0.04,F,V,-2.9634303582776,0.00113286348212,
55830.79862,15.32,0.043,F,V,-2.96314691324146,0.001218146214099,
55830.79936,15.174,0.036,F,V,-2.95275019932012,0.00102965599051,
55830.8001,15.266,0.038,F,V,-2.95931314511395,0.001080309183807,
55830.80084,15.194,0.037,F,V,-2.95418030517067,0.001056864551797,
55830.80158,15.279,0.043,F,V,-2.9602373272396,0.001221415014072,
55830.80236,15.242,0.039,F,V,-2.9576048932266,0.001110484188427,
55830.8031,15.278,0.04,F,V,-2.96016626422915,0.001136274381464,
55830.80386,15.178,0.038,F,V,-2.95303637122604,0.001086572670971,
55830.80461,15.345,0.042,F,V,-2.9649172319196,0.001187878787879,
55830.80535,15.313,0.04,F,V,-2.96265070630348,0.001133677267681,
55830.80612,15.297,0.04,F,V,-2.96151566671784,0.001134863045042,
55830.80686,15.172,0.038,F,V,-2.95260708507688,0.001087002372792,
55830.80768,15.194,0.039,F,V,-2.95418030517067,0.001113992365407,
55830.80846,15.168,0.038,F,V,-2.95232079998498,0.001087289029536,
55830.8092,15.341,0.042,F,V,-2.96463417483535,0.001188188514438,
55830.80996,15.276,0.04,F,V,-2.9600241242532,0.001136423147421,
55831.10394,16.005,0.039,F,B,-3.01063919620038,0.001057544517338,
55831.10989,15.29,0.02,F,V,-2.9610187135308,0.000567691301504,
55831.7,16.32,0.04,F,B,-3.03180038604461,0.001063725490196,
55831.7,14.45,0.04,F,I,-2.89966961773142,0.001201384083045,
55831.7,14.9,0.04,F,R,-2.93296567103068,0.001165100671141,
55831.7,16.88,0.12,F,U,-3.06843110572409,0.003085308056872,
55831.7,15.46,0.04,F,V,-2.97302372395577,0.001122897800776,
55831.8,15.16,0.01,F,C,-2.95174800324009,0.000286279683377,
55832.10448,15.998,0.041,F,B,-3.0101642311312,0.001112264033004,
55832.11024,15.307,0.026,F,V,-2.96222520549931,0.0007371790684,
55832.9,15.27,0.01,F,C,-2.95959759264105,0.000284217419777,
55833.10122,15.999,0.038,F,B,-3.01023209600635,0.001030814425902,
55833.10705,15.294,0.045,F,V,-2.96130271463228,0.001276971361318,
55834.00347,15.02,0.1,F,C,-2.94167483167037,0.00288948069241,
55834.09996,15.992,0.037,F,B,-3.00975695277515,0.001004127063532,
55834.10574,15.328,0.027,F,V,-2.96371372933617,0.000764483298539,
55834.69,16.5,0.05,F,B,-3.04370986053477,0.001315151515152,
55834.69,14.9,0.02,F,R,-2.93296567103068,0.00058255033557,
55834.69,15.52,0.03,F,V,-2.97722929230542,0.000838917525773,
55835.14084,16.042,0.049,F,B,-3.01314628001015,0.001325645181399,
55835.14737,15.331,0.049,F,V,-2.96392620910555,0.001387124127585,
55836.06597,14.5,,F,C,-2.90342000558744,0,
55836.10618,16.015,0.027,F,B,-3.0113173574996,0.000731689041524,
55836.1098,15.333,0.039,F,V,-2.96406783918725,0.001103893562904,
55837.01111,15.4,0.04,F,V,-2.96880180209116,0.001127272727273,
55837.01319,16.25,0.06,F,B,-3.02713341328723,0.001602461538462,
55837.01736,14.38,0.03,F,I,-2.89439721511716,0.000905424200278,
55841.85,15.4,0.01,F,C,-2.96880180209116,0.000281818181818,
55848.81,15.4,0.05,F,C,-2.96880180209116,0.001409090909091,
55850.9941,15.61,0.05,F,V,-2.98350725765604,0.001390134529148,
55850.99612,14.66,0.03,F,I,-2.91533492576277,0.000888130968622,
55852.71,14.62,0.2,F,I,-2.9123684315546,0.00593707250342,
55852.71,15.29,0.1,F,R,-2.9610187135308,0.002838456507521,
55852.71,15.84,0.12,F,V,-2.99938794313369,0.003287878787879,
55852.72,15.31,0.04,F,R,-2.96243797674565,0.001133899412149,
55852.72,15.95,0.06,F,V,-3.006901718483,0.001632601880878,
55853.72,14.97,0.12,F,I,-2.93805450085763,0.003478957915832,
55853.72,15.48,0.04,F,R,-2.97442739086718,0.001121447028424,
55853.72,15.92,0.06,F,V,-3.00485765850413,0.00163567839196,
55855.7,14.87,0.07,F,I,-2.93077742130489,0.002043039677202,
55855.7,15.43,0.09,F,R,-2.97091481515787,0.002531432274789,
55855.7,15.82,0.13,F,V,-2.99801619790414,0.003566371681416,
55855.71,16.77,0.06,F,B,-3.06133265651521,0.001552772808587,
55855.71,14.97,0.1,F,I,-2.93805450085763,0.002899131596526,
55855.71,15.42,0.04,F,R,-2.97021093428735,0.001125810635538,
55855.71,15.96,0.05,F,V,-3.00758221753678,0.001359649122807,
55862.76,15.63,0.05,F,C,-2.98489744504797,0.001388355726168,
55880.18,17.43,0.21,F,B,-3.10324346777498,0.005228915662651,
55880.18,16.09,0.1,F,R,-3.01639011024757,0.002697327532629,
55880.18,16.66,0.12,F,V,-3.05418749267692,0.003126050420168,
55880.19,16.56,0.08,F,V,-3.04765083112215,0.002096618357488,
55885,17.427,0.033,F,B,-3.10305657798973,0.000821828197624,
55885,15.784,0.024,F,I,-2.99554268061034,0.000659908768373,
55885,16.105,0.021,F,R,-3.01740182288928,0.000565911207699,
55885,17.804,0.055,F,U,-3.12629396402621,0.00134070995282,
55885,16.784,0.032,F,V,-3.06223867712371,0.00082745471878,
55952.96,18.28,0.17,F,B,-3.15494047849453,0.004036105032823,
55952.96,16.99,0.11,F,I,-3.07548344717261,0.002809888169511,
55952.96,17.12,0.07,F,R,-3.08375940085284,0.00177453271028,
55952.96,17.64,0.2,F,V,-3.1162464519895,0.004920634920635,
55955.16,18.45,0.05,F,B,-3.1649909262377,0.001176151761518,
55955.16,17.29,0.04,F,R,-3.09448748318481,0.001004048582996,
55955.16,18.22,0.06,F,V,-3.15137093159245,0.001429198682766,
55987.08,17.91,0.07,F,R,-3.13273896462258,0.001696259073144,
56021.89,18.35,0.04,F,R,-3.15909017147027,0.000946049046322,
56021.89,19.44,0.12,F,V,-3.22174065147564,0.002679012345679,
