k2time,count,eflux,filt,upperlimit,time,flux
3282.412667,3084.708672,24.091494,kepler,F,58114.912667,49.4543266399987
3282.4331,3094.196008,24.085668,kepler,F,58114.9331,58.9416626399984
3282.453534,3121.16342,24.113536,kepler,F,58114.953534,85.9090746399984
3282.473967,3110.367434,24.08561,kepler,F,58114.973967,75.1130886399983
3282.494401,3113.492445,24.080833,kepler,F,58114.994401,78.2380996399984
3282.535268,3107.29307,24.078228,kepler,F,58115.035268,72.0387246399987
3282.555702,3090.868865,24.074912,kepler,F,58115.055702,55.6145196399984
3282.576135,3105.765072,24.07326,kepler,F,58115.076135,70.5107266399987
3282.596569,3113.912962,24.075823,kepler,F,58115.096569,78.6586166399984
3282.617003,3105.685347,24.06756,kepler,F,58115.117003,70.4310016399986
3282.637436,3096.047335,24.049615,kepler,F,58115.137436,60.7929896399987
3282.65787,3092.999317,24.0426,kepler,F,58115.15787,57.7449716399983
3282.678304,3072.559321,24.017444,kepler,F,58115.178304,37.3049756399987
3282.698737,3107.382664,24.043508,kepler,F,58115.198737,72.1283186399987
3282.719171,3100.944589,24.033725,kepler,F,58115.219171,65.6902436399987
3282.780472,3083.439924,24.018508,kepler,F,58115.280472,48.1855786399983
3282.800905,3085.533987,24.024238,kepler,F,58115.300905,50.2796416399983
3282.821339,3082.369996,24.01178,kepler,F,58115.321339,47.1156506399984
3282.841772,3094.774024,24.01534,kepler,F,58115.341772,59.5196786399984
3282.862206,3091.636415,24.018835,kepler,F,58115.362206,56.3820696399985
3282.88264,3092.795212,24.010926,kepler,F,58115.38264,57.5408666399985
3282.903073,3100.905115,24.014222,kepler,F,58115.403073,65.6507696399985
3282.923507,3108.373901,24.011823,kepler,F,58115.423507,73.1195556399985
3282.94394,3094.819917,24.004063,kepler,F,58115.44394,59.5655716399983
3282.964374,3094.494029,24.005669,kepler,F,58115.464374,59.2396836399985
3282.984808,3107.572078,24.001053,kepler,F,58115.484808,72.3177326399987
3283.025675,3071.526037,23.975616,kepler,F,58115.525675,36.2716916399986
3283.046108,3060.802851,23.964777,kepler,F,58115.546108,25.5485056399984
3283.066542,3079.197628,23.967386,kepler,F,58115.566542,43.9432826399984
3283.086976,3068.203781,23.960461,kepler,F,58115.586976,32.9494356399987
3283.107409,3059.90324,23.944522,kepler,F,58115.607409,24.6488946399986
3283.127843,3077.507222,23.95876,kepler,F,58115.627843,42.2528766399987
3283.148276,3106.883579,23.984228,kepler,F,58115.648276,71.6292336399984
3283.16871,3088.451648,23.960895,kepler,F,58115.66871,53.1973026399987
3283.189144,3059.66524,23.930741,kepler,F,58115.689144,24.4108946399983
3283.209577,3091.331565,23.949487,kepler,F,58115.709577,56.0772196399985
3283.230011,3090.212372,23.950568,kepler,F,58115.730011,54.9580266399985
3283.250444,3081.850154,23.943844,kepler,F,58115.750444,46.5958086399987
3283.270878,3095.336267,23.944104,kepler,F,58115.770878,60.0819216399987
3283.291312,3142.215287,23.992109,kepler,F,58115.791312,106.960941639999
3283.311745,3078.693685,23.928433,kepler,F,58115.811745,43.4393396399987
3283.332179,3096.804264,23.935382,kepler,F,58115.832179,61.5499186399984
3283.352613,3117.069499,23.947997,kepler,F,58115.852613,81.8151536399987
3283.373046,3094.026419,23.922412,kepler,F,58115.873046,58.7720736399983
3283.39348,3091.870266,23.912308,kepler,F,58115.89348,56.6159206399984
3283.536515,3088.605624,23.895129,kepler,F,58116.036515,53.3512786399983
3283.556949,3083.84717,23.892061,kepler,F,58116.056949,48.5928246399985
3283.577382,3095.746521,23.899987,kepler,F,58116.077382,60.4921756399986
3283.597816,3098.34722,23.933143,kepler,F,58116.097816,63.0928746399986
3283.618249,3098.157265,23.889751,kepler,F,58116.118249,62.9029196399983
3283.638683,3033.168566,23.828724,kepler,F,58116.138683,-2.08577936000165
3283.659117,3083.036054,23.866421,kepler,F,58116.159117,47.7817086399987
3283.67955,3084.028534,23.860781,kepler,F,58116.17955,48.7741886399986
3283.699984,3100.131705,23.869331,kepler,F,58116.199984,64.8773596399983
3283.720417,3100.176896,23.874172,kepler,F,58116.220417,64.9225506399985
3283.761285,3087.890868,23.849869,kepler,F,58116.261285,52.6365226399985
3283.781718,3058.110327,23.832204,kepler,F,58116.281718,22.8559816399984
3283.802152,3086.936982,23.855013,kepler,F,58116.302152,51.6826366399987
3283.822585,3104.679408,23.927371,kepler,F,58116.322585,69.4250626399985
3283.843019,3098.5301,23.84889,kepler,F,58116.343019,63.2757546399985
3283.863453,3075.898263,23.821353,kepler,F,58116.363453,40.6439176399986
3283.883886,3106.454105,23.852218,kepler,F,58116.383886,71.1997596399983
3283.90432,3101.51539,23.846717,kepler,F,58116.40432,66.2610446399985
3283.924753,3083.506245,23.826092,kepler,F,58116.424753,48.2518996399986
3283.945187,3090.341894,23.819937,kepler,F,58116.445187,55.0875486399987
3283.965621,3079.145685,23.799252,kepler,F,58116.465621,43.8913396399985
3284.006488,3074.564239,23.795132,kepler,F,58116.506488,39.3098936399983
3284.026921,3115.538473,23.834471,kepler,F,58116.526921,80.2841276399986
3284.047355,3074.7887,23.788009,kepler,F,58116.547355,39.5343546399986
3284.067789,3087.308043,23.80303,kepler,F,58116.567789,52.0536976399985
3284.088222,3083.136021,23.788955,kepler,F,58116.588222,47.8816756399983
3284.108656,3091.867937,23.794681,kepler,F,58116.608656,56.6135916399985
3284.12909,3096.131366,23.789806,kepler,F,58116.62909,60.8770206399986
3284.149523,3077.587768,23.770205,kepler,F,58116.649523,42.3334226399984
3284.169957,3099.1776,23.784032,kepler,F,58116.669957,63.9232546399985
3284.19039,3095.221591,23.774011,kepler,F,58116.69039,59.9672456399985
3284.210824,3097.102743,23.777551,kepler,F,58116.710824,61.8483976399984
3284.251691,3062.539531,23.749545,kepler,F,58116.751691,27.2851856399984
3284.272125,3113.533766,23.78928,kepler,F,58116.772125,78.2794206399985
3284.292558,3094.280544,23.783472,kepler,F,58116.792558,59.0261986399987
3284.312992,3099.529337,23.769576,kepler,F,58116.812992,64.2749916399985
3284.333426,3106.336233,23.767944,kepler,F,58116.833426,71.0818876399985
3284.353859,3081.090856,23.749412,kepler,F,58116.853859,45.8365106399983
3284.374293,3087.153339,23.745526,kepler,F,58116.874293,51.8989936399985
3284.394726,3101.486996,23.752674,kepler,F,58116.894726,66.2326506399986
3284.41516,3080.949505,23.736263,kepler,F,58116.91516,45.6951596399986
3284.435594,3089.889285,23.736662,kepler,F,58116.935594,54.6349396399987
3284.456027,3110.187187,23.755096,kepler,F,58116.956027,74.9328416399985
3284.496894,3103.612241,23.733247,kepler,F,58116.996894,68.3578956399983
3284.517328,3097.077625,23.732895,kepler,F,58117.017328,61.8232796399984
3284.537762,3064.386742,23.691372,kepler,F,58117.037762,29.1323966399987
3284.558195,3086.422815,23.712575,kepler,F,58117.058195,51.1684696399984
3284.578629,3097.023473,23.723156,kepler,F,58117.078629,61.7691276399987
3284.599062,3084.589466,23.711033,kepler,F,58117.099062,49.3351206399984
3284.619496,3078.921503,23.695204,kepler,F,58117.119496,43.6671576399985
3284.63993,3080.561796,23.693114,kepler,F,58117.13993,45.3074506399985
3284.660363,3094.197438,23.704895,kepler,F,58117.160363,58.9430926399987
3284.680797,3085.971169,23.687019,kepler,F,58117.180797,50.7168236399984
3284.70123,3070.007063,23.670891,kepler,F,58117.20123,34.7527176399985
3284.742098,3085.02016,23.678016,kepler,F,58117.242098,49.7658146399986
3284.762531,3076.455562,23.67602,kepler,F,58117.262531,41.2012166399986
3284.782965,3081.686165,23.662286,kepler,F,58117.282965,46.4318196399986
3284.803398,3066.694863,23.654823,kepler,F,58117.303398,31.4405176399987
3284.823832,3083.708194,23.657746,kepler,F,58117.323832,48.4538486399983
3284.844266,3086.247608,23.666048,kepler,F,58117.344266,50.9932626399987
3284.864699,3091.24026,23.671031,kepler,F,58117.364699,55.9859146399986
3284.885133,3081.950355,23.652945,kepler,F,58117.385133,46.6960096399985
3284.905566,3072.310763,23.628682,kepler,F,58117.405566,37.0564176399985
3284.926,3074.250263,23.627106,kepler,F,58117.426,38.9959176399984
3284.946434,3076.305403,23.64066,kepler,F,58117.446434,41.0510576399984
3284.987301,3092.183565,23.639867,kepler,F,58117.487301,56.9292196399983
3285.007734,3091.556204,23.629909,kepler,F,58117.507734,56.3018586399985
3285.028168,3030.781137,23.584103,kepler,F,58117.528168,-4.47320836000154
3285.048602,3096.935993,23.637421,kepler,F,58117.548602,61.6816476399986
3285.069035,3103.521374,23.641565,kepler,F,58117.569035,68.2670286399984
3285.089469,3089.793298,23.626425,kepler,F,58117.589469,54.5389526399986
3285.109903,3069.642247,23.598182,kepler,F,58117.609903,34.3879016399987
3285.130336,3090.996073,23.626265,kepler,F,58117.630336,55.7417276399983
3285.15077,3082.971124,23.601213,kepler,F,58117.65077,47.7167786399987
3285.171203,3070.749571,23.596297,kepler,F,58117.671203,35.4952256399984
3285.191637,3106.205962,23.616749,kepler,F,58117.691637,70.9516166399985
3285.232504,3094.889052,23.606624,kepler,F,58117.732504,59.6347066399985
3285.252938,3082.021966,23.590863,kepler,F,58117.752938,46.7676206399983
3285.273371,3076.904261,23.589575,kepler,F,58117.773371,41.6499156399987
3285.293805,3092.577118,23.597254,kepler,F,58117.793805,57.3227726399987
3285.314238,3085.734066,23.591113,kepler,F,58117.814238,50.4797206399985
3285.334672,3079.632367,23.578886,kepler,F,58117.834672,44.3780216399987
3285.355106,3092.795165,23.593025,kepler,F,58117.855106,57.5408196399985
3285.375539,3078.728592,23.568581,kepler,F,58117.875539,43.4742466399985
3285.395973,3081.344556,23.56881,kepler,F,58117.895973,46.0902106399985
3285.416407,3080.045166,23.570874,kepler,F,58117.916407,44.7908206399984
3285.43684,3120.211067,23.586742,kepler,F,58117.93684,84.9567216399987
3285.477707,3087.392904,23.562345,kepler,F,58117.977707,52.1385586399983
3285.498141,3082.253826,23.558896,kepler,F,58117.998141,46.9994806399986
3285.518575,3088.510047,23.558329,kepler,F,58118.018575,53.2557016399987
3285.539008,3099.577858,23.562919,kepler,F,58118.039008,64.3235126399986
3285.559442,3087.511385,23.552003,kepler,F,58118.059442,52.2570396399983
3285.579875,3095.651027,23.550607,kepler,F,58118.079875,60.3966816399984
3285.600309,3087.703552,23.542306,kepler,F,58118.100309,52.4492066399985
3285.620743,3118.407082,23.569733,kepler,F,58118.120743,83.1527366399987
3285.641176,3058.688867,23.501164,kepler,F,58118.141176,23.4345216399984
3285.66161,3095.663346,23.539291,kepler,F,58118.16161,60.4090006399983
3285.722911,3083.971139,23.519641,kepler,F,58118.222911,48.7167936399987
3285.743344,3081.16387,23.523952,kepler,F,58118.243344,45.9095246399984
3285.784211,3054.277214,23.488615,kepler,F,58118.284211,19.0228686399987
3285.804645,3085.631261,23.503317,kepler,F,58118.304645,50.3769156399985
3285.825079,3094.427405,23.511643,kepler,F,58118.325079,59.1730596399984
3285.968114,3106.138061,23.510296,kepler,F,58118.468114,70.8837156399986
3285.988547,3061.4607,23.460713,kepler,F,58118.488547,26.2063546399986
3286.008981,3095.729393,23.481219,kepler,F,58118.508981,60.4750476399986
3286.029415,3083.807073,23.482964,kepler,F,58118.529415,48.5527276399985
3286.049848,3073.253553,23.458683,kepler,F,58118.549848,37.9992076399985
3286.070282,3078.513915,23.4655,kepler,F,58118.570282,43.2595696399985
3286.090715,3061.130906,23.4449,kepler,F,58118.590715,25.8765606399984
3286.111149,3091.015021,23.467604,kepler,F,58118.611149,55.7606756399987
3286.131583,3083.515266,23.462777,kepler,F,58118.631583,48.2609206399984
3286.152016,3074.759516,23.450305,kepler,F,58118.652016,39.5051706399986
3286.17245,3075.934615,23.451318,kepler,F,58118.67245,40.6802696399986
3286.192884,3076.810226,23.445521,kepler,F,58118.692884,41.5558806399986
3286.213317,3058.151474,23.426905,kepler,F,58118.713317,22.8971286399983
3286.233751,3064.939074,23.424945,kepler,F,58118.733751,29.6847286399984
3286.254184,3083.553449,23.439057,kepler,F,58118.754184,48.2991036399985
3286.274618,3078.281371,23.434952,kepler,F,58118.774618,43.0270256399986
3286.295052,3098.440223,23.452083,kepler,F,58118.795052,63.1858776399986
3286.315485,3092.018763,23.439603,kepler,F,58118.815485,56.7644176399986
3286.335919,3087.98709,23.427327,kepler,F,58118.835919,52.7327446399986
3286.356352,3090.002369,23.432193,kepler,F,58118.856352,54.7480236399983
3286.376786,3080.327129,23.408042,kepler,F,58118.876786,45.0727836399983
3286.39722,3099.934993,23.429106,kepler,F,58118.89722,64.6806476399984
3286.417653,3093.585219,23.429459,kepler,F,58118.917653,58.3308736399986
3286.45852,3089.477691,23.414242,kepler,F,58118.95852,54.2233456399986
3286.478954,3096.665371,23.423928,kepler,F,58118.978954,61.4110256399986
3286.499388,3074.836401,23.389647,kepler,F,58118.999388,39.5820556399985
3286.519821,3089.827578,23.395376,kepler,F,58119.019821,54.5732326399984
3286.540255,3077.656746,23.374956,kepler,F,58119.040255,42.4024006399986
3286.560688,3093.293944,23.401958,kepler,F,58119.060688,58.0395986399985
3286.581122,3084.976671,23.385255,kepler,F,58119.081122,49.7223256399984
3286.601556,3095.451956,23.390089,kepler,F,58119.101556,60.1976106399984
3286.621989,3097.904297,23.385866,kepler,F,58119.121989,62.6499516399986
3286.642423,3093.920185,23.378328,kepler,F,58119.142423,58.6658396399985
3286.662856,3099.615348,23.385037,kepler,F,58119.162856,64.3610026399983
3286.703724,3088.959646,23.371816,kepler,F,58119.203724,53.7053006399983
3286.724157,3101.491848,23.374731,kepler,F,58119.224157,66.2375026399986
3286.744591,3083.883095,23.355524,kepler,F,58119.244591,48.6287496399987
3286.785458,3099.721978,23.364873,kepler,F,58119.285458,64.4676326399986
3286.805892,3102.080263,23.366963,kepler,F,58119.305892,66.8259176399984
3286.826325,3100.763927,23.354204,kepler,F,58119.326325,65.5095816399985
3286.846759,3077.399937,23.329234,kepler,F,58119.346759,42.1455916399987
3286.867192,3066.317849,23.302747,kepler,F,58119.367192,31.0635036399985
3286.887626,3091.540099,23.340711,kepler,F,58119.387626,56.2857536399983
3286.90806,3093.080951,23.335157,kepler,F,58119.40806,57.8266056399984
3286.948927,3067.279471,23.310363,kepler,F,58119.448927,32.0251256399983
3286.969361,3080.497374,23.324722,kepler,F,58119.469361,45.2430286399986
3286.989794,3092.063745,23.32429,kepler,F,58119.489794,56.8093996399985
3287.010228,3094.959733,23.326792,kepler,F,58119.510228,59.7053876399987
3287.030661,3084.317173,23.307317,kepler,F,58119.530661,49.0628276399984
3287.051095,3092.049197,23.317224,kepler,F,58119.551095,56.7948516399983
3287.071528,3114.003211,23.330047,kepler,F,58119.571528,78.7488656399987
3287.091962,2998.737656,23.225567,kepler,F,58119.591962,-36.5166893600017
3287.112396,3093.422852,23.302836,kepler,F,58119.612396,58.1685066399987
3287.132829,3096.894422,23.303139,kepler,F,58119.632829,61.6400766399984
3287.153263,3102.685248,23.305842,kepler,F,58119.653263,67.4309026399983
3287.19413,3072.250825,23.276415,kepler,F,58119.69413,36.9964796399986
3287.214564,3095.812214,23.298436,kepler,F,58119.714564,60.5578686399986
3287.234997,3083.023581,23.284668,kepler,F,58119.734997,47.7692356399984
3287.255431,3090.989384,23.288784,kepler,F,58119.755431,55.7350386399985
3287.275865,3097.069623,23.28349,kepler,F,58119.775865,61.8152776399984
3287.296298,3098.898824,23.287399,kepler,F,58119.796298,63.6444786399984
3287.316732,3103.584091,23.282565,kepler,F,58119.816732,68.3297456399987
3287.337165,3089.205922,23.258546,kepler,F,58119.837165,53.9515766399986
3287.357599,3110.619367,23.276763,kepler,F,58119.857599,75.3650216399983
3287.378033,3108.901923,23.277888,kepler,F,58119.878033,73.6475776399984
3287.398466,3072.608777,23.239056,kepler,F,58119.898466,37.3544316399984
3287.439333,3087.456153,23.258356,kepler,F,58119.939333,52.2018076399986
3287.459767,2867.113322,23.051265,kepler,F,58119.959767,-168.141023360001
3287.480201,3088.748691,23.247672,kepler,F,58119.980201,53.4943456399983
3287.500634,3106.008571,23.263336,kepler,F,58120.000634,70.7542256399984
3287.521068,3087.481536,23.247557,kepler,F,58120.021068,52.2271906399983
3287.541501,3114.755367,23.265315,kepler,F,58120.041501,79.5010216399987
3287.561935,3079.538297,23.227392,kepler,F,58120.061935,44.2839516399986
3287.582369,3099.688967,23.250162,kepler,F,58120.082369,64.4346216399986
3287.602802,3099.497246,23.234313,kepler,F,58120.102802,64.2429006399984
3287.623236,3099.470053,23.230784,kepler,F,58120.123236,64.2157076399985
3287.643669,3082.277499,23.218988,kepler,F,58120.143669,47.0231536399983
3287.684537,3067.971058,23.198649,kepler,F,58120.184537,32.7167126399986
3287.70497,3105.183002,23.227815,kepler,F,58120.20497,69.9286566399987
3287.725404,3111.437106,23.229628,kepler,F,58120.225404,76.1827606399984
3287.745837,3095.58987,23.208117,kepler,F,58120.245837,60.3355246399983
3287.766271,3096.00865,23.20792,kepler,F,58120.266271,60.7543046399987
3287.786705,3090.205037,23.200995,kepler,F,58120.286705,54.9506916399987
3287.807138,3102.729981,23.230417,kepler,F,58120.307138,67.4756356399985
3287.827572,3107.287233,23.209152,kepler,F,58120.327572,72.0328876399985
3287.92974,3088.798885,23.17718,kepler,F,58120.42974,53.5445396399987
3287.950173,3093.862963,23.185025,kepler,F,58120.450173,58.6086176399986
3287.970607,3081.402317,23.161863,kepler,F,58120.470607,46.1479716399986
3287.991041,3074.163555,23.15802,kepler,F,58120.491041,38.9092096399986
3288.011474,3088.003325,23.172215,kepler,F,58120.511474,52.7489796399987
3288.052342,3093.138976,23.161227,kepler,F,58120.552342,57.8846306399987
3288.072775,3087.116866,23.15445,kepler,F,58120.572775,51.8625206399984
3288.093209,3088.619139,23.156949,kepler,F,58120.593209,53.3647936399984
3288.113642,3099.945083,23.162563,kepler,F,58120.613642,64.6907376399986
3288.134076,3073.318071,23.136988,kepler,F,58120.634076,38.0637256399987
3288.154509,3080.232136,23.130877,kepler,F,58120.654509,44.9777906399986
3288.174943,3091.629606,23.145753,kepler,F,58120.674943,56.3752606399985
3288.195377,3087.9638,23.137518,kepler,F,58120.695377,52.7094546399985
3288.21581,3087.551013,23.132469,kepler,F,58120.71581,52.2966676399983
3288.236244,3081.372035,23.128625,kepler,F,58120.736244,46.1176896399984
3288.256678,3075.235451,23.116928,kepler,F,58120.756678,39.9811056399985
3288.277111,3093.564651,23.130623,kepler,F,58120.777111,58.3103056399987
3288.297545,3106.537855,23.128748,kepler,F,58120.797545,71.2835096399986
3288.317978,3112.104345,23.138673,kepler,F,58120.817978,76.8499996399987
3288.338412,3075.388231,23.107538,kepler,F,58120.838412,40.1338856399984
3288.358846,3108.723948,23.130974,kepler,F,58120.858846,73.4696026399984
3288.379279,3096.483859,23.117276,kepler,F,58120.879279,61.2295136399985
3288.420146,3068.776908,23.088641,kepler,F,58120.920146,33.5225626399983
3288.44058,3085.367009,23.105575,kepler,F,58120.94058,50.1126636399986
3288.461014,3112.674552,23.12523,kepler,F,58120.961014,77.4202066399985
3288.481447,3094.685438,23.111008,kepler,F,58120.981447,59.4310926399985
3288.501881,3100.551024,23.108891,kepler,F,58121.001881,65.2966786399984
3288.522314,3080.841401,23.079951,kepler,F,58121.022314,45.5870556399987
3288.542748,3099.650661,23.096877,kepler,F,58121.042748,64.3963156399987
3288.563182,3131.883315,23.12652,kepler,F,58121.063182,96.6289696399986
3288.583615,3109.622009,23.091788,kepler,F,58121.083615,74.3676636399987
3288.604049,3083.643402,23.074993,kepler,F,58121.104049,48.3890566399987
3288.624482,3104.988558,23.092524,kepler,F,58121.124482,69.7342126399985
3288.66535,3090.900478,23.079548,kepler,F,58121.16535,55.6461326399985
3288.685783,3095.866981,23.084192,kepler,F,58121.185783,60.6126356399986
3288.706217,3102.065563,23.085173,kepler,F,58121.206217,66.8112176399986
3288.72665,3106.288009,23.087446,kepler,F,58121.22665,71.0336636399984
3288.747084,3105.632946,23.089381,kepler,F,58121.247084,70.3786006399987
3288.767518,3047.94521,23.029026,kepler,F,58121.267518,12.6908646399984
3288.787951,3105.746788,23.073669,kepler,F,58121.287951,70.4924426399984
3288.808385,3109.210054,23.072825,kepler,F,58121.308385,73.9557086399987
3288.828818,3093.713995,23.054601,kepler,F,58121.328818,58.4596496399986
3288.849252,3088.234278,23.047161,kepler,F,58121.349252,52.9799326399984
3288.869686,3100.699435,23.056727,kepler,F,58121.369686,65.4450896399985
3288.910553,3072.185766,23.034378,kepler,F,58121.410553,36.9314206399986
3288.95142,3082.078332,23.031877,kepler,F,58121.45142,46.8239866399986
3288.971854,3087.763624,23.020716,kepler,F,58121.471854,52.5092786399987
3288.992287,3095.356995,23.042099,kepler,F,58121.492287,60.1026496399986
3289.012721,3084.830643,23.023474,kepler,F,58121.512721,49.5762976399983
3289.033155,3105.630562,23.043574,kepler,F,58121.533155,70.3762166399983
3289.053588,3098.949364,23.036839,kepler,F,58121.553588,63.6950186399986
3289.074022,3082.337697,23.015357,kepler,F,58121.574022,47.0833516399985
3289.094455,3100.410567,23.031735,kepler,F,58121.594455,65.1562216399984
3289.114889,3076.106673,23.002138,kepler,F,58121.614889,40.8523276399983
3289.155756,3094.849031,23.010599,kepler,F,58121.655756,59.5946856399987
3289.17619,3106.679704,23.029788,kepler,F,58121.67619,71.4253586399987
3289.196623,3102.883936,23.01959,kepler,F,58121.696623,67.6295906399987
3289.217057,3084.409987,22.994981,kepler,F,58121.717057,49.1556416399985
3289.237491,3089.326773,22.999967,kepler,F,58121.737491,54.0724276399983
3289.257924,3120.984539,23.030069,kepler,F,58121.757924,85.7301936399986
3289.278358,3081.566912,22.992903,kepler,F,58121.778358,46.3125666399983
3289.298791,3093.752934,22.993956,kepler,F,58121.798791,58.4985886399986
3289.319225,3099.750798,22.999636,kepler,F,58121.819225,64.4964526399986
3289.339659,3108.5114,23.005798,kepler,F,58121.839659,73.2570546399984
3289.360092,3118.792088,23.002185,kepler,F,58121.860092,83.5377426399987
3289.400959,3127.770116,23.007151,kepler,F,58121.900959,92.5157706399987
3289.421393,3089.174937,22.972336,kepler,F,58121.921393,53.9205916399988
3289.441827,3099.113219,22.976505,kepler,F,58121.941827,63.8588736399984
3289.46226,3086.218747,22.96792,kepler,F,58121.96226,50.9644016399984
3289.482694,3103.575181,22.985019,kepler,F,58121.982694,68.3208356399987
3289.503127,3088.611222,22.971043,kepler,F,58122.003127,53.3568766399985
3289.523561,3100.383234,22.970563,kepler,F,58122.023561,65.1288886399984
3289.543995,3105.883017,22.965266,kepler,F,58122.043995,70.6286716399986
3289.564428,3088.64345,22.950175,kepler,F,58122.064428,53.3891046399986
3289.584862,3119.73328,22.970828,kepler,F,58122.084862,84.4789346399984
3289.605295,3093.211841,22.94954,kepler,F,58122.105295,57.9574956399983
3289.646163,3111.171756,22.962501,kepler,F,58122.146163,75.9174106399987
3289.666596,3098.491242,22.944891,kepler,F,58122.166596,63.2368966399986
3289.68703,3093.426277,22.938568,kepler,F,58122.18703,58.1719316399986
3289.707464,3104.259519,22.952377,kepler,F,58122.207464,69.0051736399987
3289.727897,3091.393463,22.935083,kepler,F,58122.227897,56.1391176399984
3289.748331,3107.708902,22.949134,kepler,F,58122.248331,72.4545566399984
3289.768764,3091.413573,22.93186,kepler,F,58122.268764,56.1592276399983
3289.789198,3118.045918,22.950924,kepler,F,58122.289198,82.7915726399983
3289.809631,3092.688864,22.918065,kepler,F,58122.309631,57.4345186399987
3289.830065,3105.840635,22.926385,kepler,F,58122.330065,70.5862896399985
3289.911799,3093.762764,22.916915,kepler,F,58122.411799,58.5084186399986
3289.932233,3099.243072,22.914117,kepler,F,58122.432233,63.9887266399987
3289.952667,3086.066942,22.896508,kepler,F,58122.452667,50.8125966399984
3289.9731,3094.101484,22.903099,kepler,F,58122.4731,58.8471386399983
3289.993534,3084.454736,22.90325,kepler,F,58122.493534,49.2003906399987
3290.013968,3098.039059,22.916624,kepler,F,58122.513968,62.7847136399987
3290.034401,3090.921164,22.885916,kepler,F,58122.534401,55.6668186399984
3290.054835,3103.475917,22.907818,kepler,F,58122.554835,68.2215716399987
3290.075268,3117.171941,22.915051,kepler,F,58122.575268,81.9175956399986
3290.095702,3106.244975,22.903225,kepler,F,58122.595702,70.9906296399986
3290.136569,3096.853883,22.881055,kepler,F,58122.636569,61.5995376399988
3290.157003,3082.211461,22.885107,kepler,F,58122.657003,46.9571156399984
3290.177436,3091.918222,22.87824,kepler,F,58122.677436,56.6638766399983
3290.19787,3091.75556,22.881671,kepler,F,58122.69787,56.5012146399986
3290.218304,3116.581497,22.898604,kepler,F,58122.718304,81.3271516399987
3290.238737,3096.624499,22.879796,kepler,F,58122.738737,61.3701536399985
3290.259171,3122.950082,22.894509,kepler,F,58122.759171,87.6957366399984
3290.279604,3091.336177,22.866786,kepler,F,58122.779604,56.0818316399987
3290.300038,3084.361509,22.845792,kepler,F,58122.800038,49.1071636399984
3290.320472,3108.63981,22.866864,kepler,F,58122.820472,73.3854646399986
3290.340905,3100.98651,22.859001,kepler,F,58122.840905,65.7321646399987
3290.381772,3110.358407,22.867709,kepler,F,58122.881772,75.1040616399987
3290.402206,3091.808221,22.843899,kepler,F,58122.902206,56.5538756399983
3290.42264,3097.737402,22.850922,kepler,F,58122.92264,62.4830566399987
3290.443073,3099.167521,22.83713,kepler,F,58122.943073,63.9131756399984
3290.463507,3148.501782,22.892177,kepler,F,58122.963507,113.247436639998
3290.48394,3107.97644,22.850075,kepler,F,58122.98394,72.7220946399984
3290.504374,3100.386336,22.83238,kepler,F,58123.004374,65.1319906399985
3290.524808,3093.455512,22.830211,kepler,F,58123.024808,58.2011666399985
3290.545241,3098.807182,22.833247,kepler,F,58123.045241,63.5528366399985
3290.565675,3093.222465,22.819399,kepler,F,58123.065675,57.9681196399983
3290.586108,3118.860069,22.840045,kepler,F,58123.086108,83.6057236399984
3290.626976,3087.28314,22.809276,kepler,F,58123.126976,52.0287946399985
3290.647409,3068.39074,22.786291,kepler,F,58123.147409,33.1363946399983
3290.667843,3093.638252,22.806414,kepler,F,58123.167843,58.3839066399987
3290.688277,3109.016482,22.821214,kepler,F,58123.188277,73.7621366399985
3290.70871,3081.535434,22.802303,kepler,F,58123.20871,46.2810886399984
3290.749577,3092.224073,22.791778,kepler,F,58123.249577,56.9697276399984
3290.770011,3099.874787,22.795416,kepler,F,58123.270011,64.6204416399987
3290.790445,3099.516305,22.798959,kepler,F,58123.290445,64.2619596399986
3290.810878,3102.045242,22.795671,kepler,F,58123.310878,66.7908966399987
3290.831312,3078.145817,22.762302,kepler,F,58123.331312,42.8914716399986
3290.872179,3079.528746,22.761293,kepler,F,58123.372179,44.2744006399985
3290.892612,3076.92943,22.755207,kepler,F,58123.392612,41.6750846399987
3290.913046,3114.659738,22.808401,kepler,F,58123.413046,79.4053926399984
3290.93348,3091.602785,22.768411,kepler,F,58123.43348,56.3484396399986
3290.953913,3081.912324,22.753476,kepler,F,58123.453913,46.6579786399984
3290.974347,3125.962849,22.799149,kepler,F,58123.474347,90.7085036399985
3290.99478,3093.442614,22.764696,kepler,F,58123.49478,58.1882686399986
3291.056081,3087.101757,22.756808,kepler,F,58123.556081,51.8474116399984
3291.076515,3105.832075,22.769805,kepler,F,58123.576515,70.5777296399983
3291.117382,3088.51757,22.735292,kepler,F,58123.617382,53.2632246399985
3291.137816,3098.065775,22.749337,kepler,F,58123.637816,62.8114296399986
3291.158249,3093.952283,22.733858,kepler,F,58123.658249,58.6979376399986
3291.178683,3098.651642,22.731933,kepler,F,58123.678683,63.3972966399983
3291.199117,3129.0349,22.762119,kepler,F,58123.699117,93.7805546399986
3291.21955,3108.821994,22.752431,kepler,F,58123.71955,73.5676486399984
3291.239984,3095.586742,22.735808,kepler,F,58123.739984,60.3323966399985
3291.260417,3109.860235,22.736398,kepler,F,58123.760417,74.6058896399986
